project,projectUrl,file,sourceUrl,bytes,alt,error
"B 1-12 Residential Appartment 2018 West Town Sodic","https://hazemmogharred.myportfolio.com/xx-1","10 B 1-12 Residential Appartment 2018 West Town Sodic/029-bb3c0e04-f1fb-46c1-a0e8-f3fde34cceae.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/bb3c0e04-f1fb-46c1-a0e8-f3fde34cceae_rwc_0x517x640x480x640.jpg?h=ebc3ebf68bd88d1ca6b0f2328bc022da","86996","",""
"B 1-12 Residential Appartment 2018 West Town Sodic","https://hazemmogharred.myportfolio.com/xx-1","10 B 1-12 Residential Appartment 2018 West Town Sodic/030-ca643a6d-10e8-4fc6-97d4-4b29d08dfd13.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/ca643a6d-10e8-4fc6-97d4-4b29d08dfd13_rw_1920.jpg?h=ad8ce123774aa4d43bfa905d8e17eecb","895644","",""
"B 1-12 Residential Appartment 2018 West Town Sodic","https://hazemmogharred.myportfolio.com/xx-1","10 B 1-12 Residential Appartment 2018 West Town Sodic/031-d56d11b2-527e-41db-804a-4da1a02edfa4.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/d56d11b2-527e-41db-804a-4da1a02edfa4_rwc_0x0x1344x1008x1344.jpg?h=d9d8986ef91b582e0f8755941fc9bebd","641645","",""
"B 1-12 Residential Appartment 2018 West Town Sodic","https://hazemmogharred.myportfolio.com/xx-1","10 B 1-12 Residential Appartment 2018 West Town Sodic/032-d8a6a90f-7cc0-46e6-b859-31c2af9e87b9.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/d8a6a90f-7cc0-46e6-b859-31c2af9e87b9_rwc_38x0x1714x1286x1714.jpg?h=9f36c64f4906c1042290d4bd1481e7a8","845395","",""
"B 1-12 Residential Appartment 2018 West Town Sodic","https://hazemmogharred.myportfolio.com/xx-1","10 B 1-12 Residential Appartment 2018 West Town Sodic/033-e9dc4ca6-f285-4017-a1cf-87bb4c78ff7d.png","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/e9dc4ca6-f285-4017-a1cf-87bb4c78ff7d_rw_1920.png?h=ebfad5f85d9db5fab0aff11f959adf17","1895637","",""
"B 1-12 Residential Appartment 2018 West Town Sodic","https://hazemmogharred.myportfolio.com/xx-1","10 B 1-12 Residential Appartment 2018 West Town Sodic/034-eefa10ea-4359-4d99-9c9c-7261e641f7c3.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/eefa10ea-4359-4d99-9c9c-7261e641f7c3_rw_1920.jpg?h=c6173ba22e0ee9f47ed960d965cd58a5","664551","",""
"B 1-12 Residential Appartment 2018 West Town Sodic","https://hazemmogharred.myportfolio.com/xx-1","10 B 1-12 Residential Appartment 2018 West Town Sodic/035-f2871a94-60b4-4db9-a636-c16643f53b84.png","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/f2871a94-60b4-4db9-a636-c16643f53b84_rwc_98x0x637x478x640.png?h=5ce598d4176385ede868296cf396aff7","250544","",""
"B 1-12 Residential Appartment 2018 West Town Sodic","https://hazemmogharred.myportfolio.com/xx-1","10 B 1-12 Residential Appartment 2018 West Town Sodic/036-f66c11e7-5989-4f19-9cda-2899e727b3e8.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/f66c11e7-5989-4f19-9cda-2899e727b3e8_rwc_201x0x1199x900x1366.jpeg?h=26622da3d5904737c6a884a5a0e286d2","443204","",""
"B 1-12 Residential Appartment 2018 West Town Sodic","https://hazemmogharred.myportfolio.com/xx-1","10 B 1-12 Residential Appartment 2018 West Town Sodic/037-f935fa86-6d88-491a-b0c8-e58657cf1ac4.png","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/f935fa86-6d88-491a-b0c8-e58657cf1ac4_rw_1920.png?h=ccde53e86a0525b314f7bcd6fe58b119","13220422","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/001-0178318e-ac2b-4f20-9274-48535919583b.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/0178318e-ac2b-4f20-9274-48535919583b_rwc_0x558x1920x1440x1920.jpg?h=2d7aa0c4d31343d0a010f77a6de1327d","1022393","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/002-0193c63d-6d62-49d5-ae6d-886e83e5651c.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/0193c63d-6d62-49d5-ae6d-886e83e5651c_rwc_41x0x1829x1372x1829.jpg?h=b6a9291eb1b8fe6f636f0b5d1459ca10","1167226","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/003-12b5a242-f508-4100-a1d9-03065e0a708f.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/12b5a242-f508-4100-a1d9-03065e0a708f_rw_1920.jpeg?h=6dacad4ed2e2758051dd12640839867e","400451","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/004-151dc302-ca87-48b0-8552-075ce7e14b56.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/151dc302-ca87-48b0-8552-075ce7e14b56_rwc_174x104x1279x959x1366.jpg?h=99f5245b5a54756c2e6a619a03fe6ca0","470683","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/005-1aa4eee0-9b52-4e92-861a-14878586918e.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/1aa4eee0-9b52-4e92-861a-14878586918e_rw_1920.jpeg?h=2b5b5c53eaa0b7b5cb430d5efdbfb16e","363721","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/006-1dbbb94a-df98-4feb-bae0-40b1cf7174a9.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/1dbbb94a-df98-4feb-bae0-40b1cf7174a9_rwc_0x558x1920x1440x1920.jpg?h=1353b0e20bb5cb7e475b2156350d3bc6","1247247","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/007-22259a67-3f4e-4f4b-825c-d8a0cea042a9.png","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/22259a67-3f4e-4f4b-825c-d8a0cea042a9_rwc_0x163x721x540x640.png?h=b3818868f5db36da4fa24cd10017986e","358269","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/008-2d1516ee-faf1-4842-af19-372b876a8394.png","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/2d1516ee-faf1-4842-af19-372b876a8394_rwc_0x181x677x507x640.png?h=305f3c882a462590a8aa2f6ea11057c1","379754","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/009-2fcd85d3-dc5f-4be4-8f00-2b4208d040e5.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/2fcd85d3-dc5f-4be4-8f00-2b4208d040e5_rwc_90x0x1421x1066x1421.jpeg?h=c323bcea365ca5a7ced2a94574fdc9ad","312709","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/010-3c4fb245-f770-47ee-b04a-3536a82a5708.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/3c4fb245-f770-47ee-b04a-3536a82a5708_rw_1920.jpeg?h=dd38e6016072d567230accfb1a789522","526156","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/011-4b223ab4-bde9-4eef-b56d-aa079b5a860b.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/4b223ab4-bde9-4eef-b56d-aa079b5a860b_rwc_0x314x1282x961x1282.jpeg?h=bbbb8311bd757467d6b7a09427a8aca2","290281","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/012-53a1c5da-7efa-4ee5-bdb0-a85f2270958c.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/53a1c5da-7efa-4ee5-bdb0-a85f2270958c_rw_1920.jpeg?h=8a182dd8e6413243054be2fc572be3b3","374665","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/013-564a9c06-9813-402a-913a-12beb8a3f0cf.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/564a9c06-9813-402a-913a-12beb8a3f0cf_rwc_0x558x1920x1440x1920.jpg?h=464eee1f57171001669dd91c33aab741","974156","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/014-5b2432db-26b2-4cde-bc4c-fec7373133a4.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/5b2432db-26b2-4cde-bc4c-fec7373133a4_rw_1920.jpg?h=eb0c0a8f4b3bc2d8a3b16af8c95802b8","918458","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/015-5d4220db-eabb-4a0c-be90-245ad8e5625c.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/5d4220db-eabb-4a0c-be90-245ad8e5625c_rw_1920.jpg?h=aaef132f4bdde3183c6bf501bbe4d91c","1256418","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/016-6ebf9ac6-f073-47cc-a6b2-f321f61901c7.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/6ebf9ac6-f073-47cc-a6b2-f321f61901c7_rw_1920.jpeg?h=1f0cdf1a49334ff095dce0588dfdf761","526156","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/017-b71de623f8694529.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/6ebf9ac6-f073-47cc-a6b2-f321f61901c7.jpeg?h=36760f25c5270b91b312ed12d47484ff","451250","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/018-72fd9242-af5d-4a1b-bc38-000ccc725ddc.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/72fd9242-af5d-4a1b-bc38-000ccc725ddc_rwc_0x203x1246x934x1246.jpeg?h=f691f69beccccd36e30c2d9027040fa7","244856","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/019-77abf538-2451-4a4e-8143-be64f92e0cf8.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/77abf538-2451-4a4e-8143-be64f92e0cf8_rwc_0x246x1043x782x1043.jpg?h=937fab9028f27a83df93d56e050ba77c","254186","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/020-82e3b6ea-fe45-44cb-b064-bdc70588a44b.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/82e3b6ea-fe45-44cb-b064-bdc70588a44b_rwc_0x235x640x480x640.jpg?h=ef3b953b6d311a7dca98944868dba06b","66414","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/021-83c12354-e292-402f-94a8-d4e1704a5517.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/83c12354-e292-402f-94a8-d4e1704a5517_carw_4x3x1920.jpeg?h=ba44c9e56516bf5baa40412d0209d8fe","1353785","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/022-9cf1def3-993c-41c4-9972-d4afc41cdb98.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/9cf1def3-993c-41c4-9972-d4afc41cdb98_rw_1920.jpeg?h=d86640952156dd3ced61ddf27905f3aa","223548","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/023-73ceb9cb6e84a139.css","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/a4870567544e1dd28e121047986aa2f51737374365.css?h=7f89ffb919e5225c3224cdf22bea411c","74120","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/024-a5b976c2-df63-464f-8d41-a1a778b01e27.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/a5b976c2-df63-464f-8d41-a1a778b01e27_rw_1920.jpg?h=196ac87c64530d79fac11c4dfe186a58","855829","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/025-aa1f3a55-f4e3-4ef0-a414-cc06bae13419.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/aa1f3a55-f4e3-4ef0-a414-cc06bae13419_rw_1920.jpg?h=6198b6963e45acfecccb0abebb273250","1174187","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/026-b3598f50-f447-4bc0-bd49-436ecbdcc164.png","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/b3598f50-f447-4bc0-bd49-436ecbdcc164_rwc_0x243x724x543x640.png?h=4c7ee8817c9e78956beb8626f4c622c9","572984","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/027-b8488a13-f6c4-406f-af57-281cab1e1ba4.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/b8488a13-f6c4-406f-af57-281cab1e1ba4_rwc_0x0x1344x1008x1344.jpg?h=5166f00b081ec53ee19a18c119720714","575821","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/028-b978b40e-b09c-40aa-ad1a-c1e6a5390d50.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/b978b40e-b09c-40aa-ad1a-c1e6a5390d50_rw_1920.jpeg?h=47098f6ca8533f0dff22ded9c1acabfe","375333","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/029-ba7adf99-d078-471b-8ca8-684a7972afe8.png","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/ba7adf99-d078-471b-8ca8-684a7972afe8_rwc_0x178x729x546x640.png?h=55a29b604df9d0d348ac55e27b8cd40e","448022","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/030-bac3118a-92ae-4b7b-8b64-6b64e46c4ba1.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/bac3118a-92ae-4b7b-8b64-6b64e46c4ba1_rw_1920.jpg?h=0453b59229dc9120f7018f75f7b9809b","1262872","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/031-bb3c0e04-f1fb-46c1-a0e8-f3fde34cceae.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/bb3c0e04-f1fb-46c1-a0e8-f3fde34cceae_rwc_0x517x640x480x640.jpg?h=ebc3ebf68bd88d1ca6b0f2328bc022da","86996","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/032-d0068e95-3701-4786-975e-1b620bb86366.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/d0068e95-3701-4786-975e-1b620bb86366_rw_1920.jpeg?h=f8e8cf9cf2fc0cd1919a44ee6eb7f11c","425563","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/033-d56d11b2-527e-41db-804a-4da1a02edfa4.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/d56d11b2-527e-41db-804a-4da1a02edfa4_rwc_0x0x1344x1008x1344.jpg?h=d9d8986ef91b582e0f8755941fc9bebd","641645","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/034-d8a6a90f-7cc0-46e6-b859-31c2af9e87b9.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/d8a6a90f-7cc0-46e6-b859-31c2af9e87b9_rwc_38x0x1714x1286x1714.jpg?h=9f36c64f4906c1042290d4bd1481e7a8","845395","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/035-f2871a94-60b4-4db9-a636-c16643f53b84.png","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/f2871a94-60b4-4db9-a636-c16643f53b84_rwc_98x0x637x478x640.png?h=5ce598d4176385ede868296cf396aff7","250544","",""
"SD-1 Penthouse 2019 El Patio","https://hazemmogharred.myportfolio.com/m","11 SD-1 Penthouse 2019 El Patio/036-f66c11e7-5989-4f19-9cda-2899e727b3e8.jpg","https://cdn.myportfolio.com/f3ebab24-edaf-476a-821a-7cd833814e55/f66c11e7-5989-4f19-9cda-2899e727b3e8_rwc_201x0x1199x900x1366.jpeg?h=26622da3d5904737c6a884a5a0e286d2","443204","",""
